phrase,word1,word2,bigram_frequency,avg_zipf,PFS,CES_estimate,concreteness_score,abstraction_level,tone_tag,category_tag,difficulty_score,entropy,familiarity
take back,take,back,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
take in,take,in,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
take off,take,off,high,5.8,6.8,3,1.0,concrete,neutral,action,20.0,1,4
take on,take,on,high,5.8,6.8,3,0.5,abstract,neutral,action,20.0,1,4
take out,take,out,high,5.8,6.8,3,1.0,concrete,neutral,food,20.0,1,4
talent show,talent,show,medium,5.4,6.4,1,1.0,concrete,neutral,performance,20.0,1,4
talk about,talk,about,high,5.8,6.8,1,0.5,abstract,neutral,communication,20.0,1,4
talk back,talk,back,medium,5.4,6.4,1,0.5,abstract,negative,communication,20.0,1,4
talk show,talk,show,medium,5.6,6.6,1,1.0,concrete,neutral,communication,20.0,1,4
talk through,talk,through,medium,5.2,6.2,1,0.5,abstract,neutral,communication,20.0,1,4
tall grass,tall,grass,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
tank top,tank,top,medium,5.5,5.7,2,1.0,concrete,neutral,clothing,18.5,1,4
tank truck,tank,truck,medium,5.0,6.0,2,1.0,concrete,neutral,transport,20.0,1,4
tap dance,tap,dance,medium,5.4,6.4,1,1.0,concrete,neutral,social,20.0,1,4
tap water,tap,water,medium,5.6,6.6,1,1.0,concrete,neutral,drink,20.0,1,4
tape deck,tape,deck,medium,5.5,5.7,2,1.0,concrete,neutral,music,20.0,1,4
tape dispenser,tape,dispenser,medium,5.2,6.2,2,1.0,concrete,neutral,object,20.0,1,4
tape measure,tape,measure,high,5.5,5.7,1,1.0,concrete,neutral,household,24.5,1,4
tape roll,tape,roll,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
tartar sauce,tartar,sauce,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
tax break,tax,break,medium,5.2,6.2,2,0.7,concrete,neutral,commerce,20.0,1,4
tax cut,tax,cut,medium,5.5,5.7,1,1.0,concrete,neutral,commerce,17.0,1,4
tax form,tax,form,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
tax rate,tax,rate,medium,5.2,6.2,3,1.0,concrete,neutral,commerce,20.0,1,4
tax refund,tax,refund,medium,5.4,6.4,3,1.0,concrete,neutral,commerce,20.0,1,4
tax return,tax,return,medium,5.4,6.4,3,1.0,concrete,neutral,commerce,20.0,1,4
taxi cab,taxi,cab,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
taxi stand,taxi,stand,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
tea bag,tea,bag,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
tea cup,tea,cup,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
tea leaf,tea,leaf,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
tea party,tea,party,medium,5.6,6.6,2,1.0,concrete,neutral,social,20.0,1,4
tea pot,tea,pot,medium,5.6,6.6,2,1.0,concrete,neutral,object,20.0,1,4
tea set,tea,set,high,5.5,5.7,2,1.0,concrete,neutral,household,17.0,1,4
tea spoon,tea,spoon,medium,5.4,6.4,2,1.0,concrete,neutral,household,20.0,1,4
tea time,tea,time,medium,5.6,6.6,1,1.0,concrete,neutral,social,20.0,1,4
teacher desk,teacher,desk,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
team captain,team,captain,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
team mate,team,mate,medium,5.6,6.6,3,1.0,concrete,neutral,sports,20.0,1,4
team meeting,team,meeting,medium,5.4,6.4,3,1.0,concrete,neutral,work,20.0,1,4
team member,team,member,medium,5.4,6.4,3,1.0,concrete,neutral,social,20.0,1,4
team player,team,player,medium,5.4,6.4,1,0.8,concrete,neutral,sports,20.0,1,4
team sport,team,sport,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
team work,team,work,medium,5.6,6.6,1,0.7,concrete,neutral,sports,20.0,1,4
tennis ball,tennis,ball,medium,5.6,6.6,1,1.0,concrete,neutral,sports,20.0,1,4
tennis court,tennis,court,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
tennis match,tennis,match,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
tennis player,tennis,player,medium,5.2,6.2,1,1.0,concrete,neutral,sports,20.0,1,4
tennis racket,tennis,racket,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
tent flap,tent,flap,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
tent pole,tent,pole,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
tent stake,tent,stake,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
term paper,term,paper,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
test drive,test,drive,medium,5.5,5.7,1,1.0,concrete,neutral,commerce,21.5,1,4
test paper,test,paper,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
test question,test,question,medium,5.2,6.2,1,1.0,concrete,neutral,school,20.0,1,4
test score,test,score,medium,5.6,6.6,1,1.0,concrete,neutral,school,20.0,1,4
text book,text,book,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
text message,text,message,medium,5.6,6.6,1,1.0,concrete,neutral,communication,20.0,1,4
thank you,thank,you,high,6.0,7.2,1,0.8,concrete,neutral,social,20.0,1,4
theme park,theme,park,medium,5.6,6.6,1,1.0,concrete,neutral,nature,20.0,1,4
theme song,theme,song,medium,5.4,6.4,1,1.0,concrete,neutral,music,20.0,1,4
think about,think,about,high,5.8,6.8,1,0.5,abstract,neutral,thought,20.0,1,4
think back,think,back,medium,5.4,6.4,1,0.5,abstract,neutral,thought,20.0,1,4
think through,think,through,medium,5.4,6.4,1,0.5,abstract,neutral,thought,20.0,1,4
third base,third,base,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
third grade,third,grade,medium,5.4,6.4,1,1.0,concrete,neutral,school,20.0,1,4
thrift store,thrift,store,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
throw around,throw,around,medium,5.2,6.2,2,0.5,abstract,neutral,action,20.0,1,4
throw away,throw,away,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
throw back,throw,back,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
throw in,throw,in,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
throw pillow,throw,pillow,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
throw rug,throw,rug,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
thumb drive,thumb,drive,medium,5.4,6.4,1,1.0,concrete,neutral,technology,20.0,1,4
thunder cloud,thunder,cloud,medium,5.2,6.2,1,1.0,concrete,neutral,weather,20.0,1,4
thunder storm,thunder,storm,medium,5.6,6.6,1,1.0,concrete,neutral,weather,20.0,1,4
ticket booth,ticket,booth,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
ticket holder,ticket,holder,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,26.0,1,4
tie clip,tie,clip,medium,5.5,5.7,1,1.0,concrete,neutral,clothing,18.5,1,4
time card,time,card,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
time clock,time,clock,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
time frame,time,frame,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
time sheet,time,sheet,medium,5.2,6.2,3,1.0,concrete,neutral,object,20.0,1,4
time zone,time,zone,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
tip off,tip,off,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
tire iron,tire,iron,medium,5.0,6.0,1,1.0,concrete,neutral,tool,20.0,1,4
tire pump,tire,pump,medium,5.2,6.2,1,1.0,concrete,neutral,tool,20.0,1,4
toast bread,toast,bread,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
toilet brush,toilet,brush,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
toilet paper,toilet,paper,high,6.0,7.2,1,1.0,concrete,neutral,household,20.0,1,4
toilet seat,toilet,seat,medium,5.6,6.6,1,1.0,concrete,neutral,household,20.0,1,4
toll booth,toll,booth,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
toll road,toll,road,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
tomato juice,tomato,juice,medium,5.4,6.4,1,1.0,concrete,neutral,drink,20.0,1,4
tomato paste,tomato,paste,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
tomato salad,tomato,salad,medium,5.4,6.4,3,1.0,concrete,neutral,food,20.0,1,4
tomato sauce,tomato,sauce,medium,5.8,6.8,3,1.0,concrete,neutral,food,20.0,1,4
tomato soup,tomato,soup,medium,5.6,6.6,3,1.0,concrete,neutral,food,20.0,1,4
tone arm,tone,arm,high,5.0,5.0,1,1.0,concrete,neutral,object_neutral,19.5,1,3
tone down,tone,down,medium,5.2,6.2,3,0.4,abstract,neutral,action,20.0,1,4
toner cartridge,toner,cartridge,medium,5.0,6.0,1,1.0,concrete,neutral,object,20.0,1,4
tool belt,tool,belt,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
tool box,tool,box,high,5.5,5.7,2,1.0,concrete,neutral,household,18.5,1,4
tool chest,tool,chest,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
tool kit,tool,kit,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
tool shed,tool,shed,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
top brand,top,brand,medium,5.2,6.2,1,1.0,concrete,neutral,commerce,20.0,1,4
top hat,top,hat,medium,5.5,5.7,1,1.0,concrete,neutral,clothing,17.0,1,4
tossed salad,tossed,salad,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
tote bag,tote,bag,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,18.5,1,4
tough luck,tough,luck,medium,5.2,6.2,1,0.5,abstract,negative,social,20.0,1,4
tough time,tough,time,medium,5.4,6.4,1,0.6,abstract,negative,time,20.0,1,4
tour bus,tour,bus,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
tour guide,tour,guide,medium,5.4,6.4,1,1.0,concrete,neutral,job,20.0,1,4
tow bar,tow,bar,medium,5.5,5.7,1,1.0,concrete,neutral,transport,17.0,1,4
tow path,tow,path,medium,5.0,5.0,1,1.0,concrete,neutral,transport,19.5,1,3
tow truck,tow,truck,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
towel bar,towel,bar,high,5.5,5.7,1,1.0,concrete,neutral,household,20.0,1,4
towel hook,towel,hook,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
towel rack,towel,rack,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
tower crane,tower,crane,high,5.0,5.0,1,1.0,concrete,neutral,object_neutral,24.0,1,3
town hall,town,hall,medium,5.5,5.7,3,1.0,concrete,neutral,civic,20.0,1,4
town meet,town,meet,medium,5.0,5.0,2,1.0,concrete,neutral,civic,21.0,1,3
toy box,toy,box,high,6.5,6.9,1,1.0,concrete,neutral,household,15.0,1,5
toy car,toy,car,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
toy plane,toy,plane,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
toy store,toy,store,medium,5.6,6.6,1,1.0,concrete,neutral,commerce,20.0,1,4
toy train,toy,train,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
track down,track,down,medium,5.4,6.4,1,0.5,abstract,neutral,action,20.0,1,4
track meet,track,meet,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
track race,track,race,medium,5.2,6.2,2,1.0,concrete,neutral,sports,20.0,1,4
track record,track,record,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
track team,track,team,medium,5.4,6.4,1,1.0,concrete,neutral,sports,20.0,1,4
tracking number,tracking,number,medium,5.4,6.4,1,1.0,concrete,neutral,commerce,20.0,1,4
trade mark,trade,mark,medium,5.4,6.4,1,0.8,concrete,neutral,commerce,20.0,1,4
trade off,trade,off,medium,5.4,6.4,1,0.5,abstract,neutral,thought,20.0,1,4
trade route,trade,route,medium,5.0,5.0,1,1.0,concrete,neutral,commerce;trade,24.0,1,3
trade show,trade,show,medium,5.5,5.7,1,1.0,concrete,neutral,commerce,21.5,1,4
traffic cone,traffic,cone,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
traffic jam,traffic,jam,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
traffic lane,traffic,lane,medium,5.2,6.2,2,1.0,concrete,neutral,transport,20.0,1,4
traffic light,traffic,light,high,5.8,6.8,2,1.0,concrete,neutral,transport,20.0,1,4
traffic sign,traffic,sign,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
trail map,trail,map,medium,5.5,5.7,2,0.7,concrete,neutral,nature,25.0,2,4
trail mix,trail,mix,medium,5.4,6.4,2,1.0,concrete,neutral,food,20.0,1,4
trailer park,trailer,park,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,24.5,1,4
train bridge,train,bridge,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
train car,train,car,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
train ride,train,ride,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
train set,train,set,medium,5.4,6.4,2,1.0,concrete,neutral,object,20.0,1,4
train station,train,station,high,5.8,6.8,2,1.0,concrete,neutral,transport,20.0,1,4
train ticket,train,ticket,medium,5.4,6.4,2,1.0,concrete,neutral,transport,20.0,1,4
train track,train,track,medium,5.6,6.6,2,1.0,concrete,neutral,transport,20.0,1,4
training manual,training,manual,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
trap door,trap,door,medium,5.2,6.2,1,1.0,concrete,neutral,building,20.0,1,4
trash bag,trash,bag,medium,5.8,6.8,2,1.0,concrete,neutral,household,20.0,1,4
trash bin,trash,bin,medium,5.6,6.6,2,1.0,concrete,neutral,household,20.0,1,4
trash can,trash,can,high,6.0,7.2,1,1.0,concrete,neutral,household,20.0,1,4
travel guide,travel,guide,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
treasure map,treasure,map,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,24.5,1,4
tree bark,tree,bark,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
tree branch,tree,branch,medium,5.6,6.6,2,1.0,concrete,neutral,nature,20.0,1,4
tree house,tree,house,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
tree line,tree,line,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
tree ring,tree,ring,medium,5.5,5.7,2,1.0,concrete,neutral,nature,20.0,1,4
tree root,tree,root,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
tree stump,tree,stump,medium,5.4,6.4,3,1.0,concrete,neutral,nature,20.0,1,4
tree swing,tree,swing,medium,5.4,6.4,3,1.0,concrete,neutral,object,20.0,1,4
tree top,tree,top,medium,5.4,6.4,2,1.0,concrete,neutral,nature,20.0,1,4
tree trunk,tree,trunk,medium,5.6,6.6,2,1.0,concrete,neutral,nature,20.0,1,4
trial run,trial,run,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
trim tab,trim,tab,high,5.0,5.0,1,1.0,concrete,neutral,object_neutral,19.5,1,3
triple jump,triple,jump,medium,5.0,6.0,1,1.0,concrete,neutral,sports,20.0,1,4
truck bed,truck,bed,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
truck driver,truck,driver,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
truck stop,truck,stop,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
try on,try,on,medium,5.6,6.6,2,1.0,concrete,neutral,commerce,20.0,1,4
try out,try,out,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
tug boat,tug,boat,medium,5.2,6.2,1,1.0,concrete,neutral,transport,20.0,1,4
tulip bulb,tulip,bulb,medium,5.0,5.0,1,1.0,concrete,neutral,nature,22.5,1,3
tuna fish,tuna,fish,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
tuna salad,tuna,salad,medium,5.6,6.6,1,1.0,concrete,neutral,food,20.0,1,4
turkey burger,turkey,burger,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
turkey gravy,turkey,gravy,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
turkey sandwich,turkey,sandwich,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
turn around,turn,around,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
turn away,turn,away,medium,5.4,6.4,2,0.5,abstract,negative,action,20.0,1,4
turn down,turn,down,medium,5.6,6.6,1,0.5,abstract,negative,action,20.0,1,4
turn in,turn,in,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
turn on,turn,on,high,5.8,6.8,2,0.6,abstract,neutral,action,20.0,1,4
turn out,turn,out,high,5.8,6.8,2,0.5,abstract,neutral,action,20.0,1,4
turn signal,turn,signal,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
turn up,turn,up,medium,5.6,6.6,1,0.5,abstract,neutral,action,20.0,1,4
turtle neck,turtle,neck,medium,5.5,5.7,1,1.0,concrete,neutral,clothing,23.0,1,4
tv screen,tv,screen,medium,5.6,6.6,3,1.0,concrete,neutral,object,20.0,1,4
tv show,tv,show,high,5.8,6.8,3,1.0,concrete,neutral,communication,20.0,1,4
tv stand,tv,stand,medium,5.4,6.4,3,1.0,concrete,neutral,household,20.0,1,4
up side,up,side,medium,5.4,6.4,1,0.5,abstract,positive,thought,20.0,1,4
used car,used,car,medium,5.6,6.6,1,1.0,concrete,neutral,transport,20.0,1,4
user account,user,account,medium,5.2,6.2,1,1.0,concrete,neutral,technology,20.0,1,4
user guide,user,guide,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
user manual,user,manual,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
user name,user,name,medium,5.6,6.6,1,1.0,concrete,neutral,technology,20.0,1,4
utility room,utility,room,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
vacuum bag,vacuum,bag,medium,5.2,6.2,1,1.0,concrete,neutral,household,20.0,1,4
vacuum cleaner,vacuum,cleaner,medium,5.6,6.6,1,1.0,concrete,neutral,household,20.0,1,4
vacuum filter,vacuum,filter,low,4.8,5.8,1,1.0,concrete,neutral,household,20.0,1,4
vague idea,vague,idea,medium,5.0,6.0,1,0.5,abstract,neutral,thought,20.0,1,4
valley floor,valley,floor,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
van pool,van,pool,low,4.8,5.8,1,1.0,concrete,neutral,transport,20.0,1,4
vanilla bean,vanilla,bean,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
vanilla cake,vanilla,cake,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
vanilla frosting,vanilla,frosting,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
vanilla ice,vanilla,ice,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
vegetable garden,vegetable,garden,medium,5.4,6.4,1,1.0,concrete,neutral,nature,20.0,1,4
vegetable oil,vegetable,oil,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
vegetable soup,vegetable,soup,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
vicious circle,vicious,circle,medium,5.0,6.0,1,0.3,abstract,negative,thought,20.0,1,4
video clip,video,clip,medium,5.5,5.7,2,1.0,concrete,neutral,communication,21.5,1,4
video conference,video,conference,medium,5.2,6.2,2,1.0,concrete,neutral,work,20.0,1,4
video game,video,game,high,5.8,6.8,1,1.0,concrete,neutral,object,20.0,1,4
visitor badge,visitor,badge,medium,5.0,6.0,1,1.0,concrete,neutral,object,20.0,1,4
visitor parking,visitor,parking,medium,5.0,6.0,1,1.0,concrete,neutral,building,20.0,1,4
voice mail,voice,mail,medium,5.6,6.6,1,1.0,concrete,neutral,communication,20.0,1,4
volley ball,volley,ball,medium,5.6,6.6,1,1.0,concrete,neutral,sports,20.0,1,4
voting booth,voting,booth,medium,5.2,6.2,1,1.0,concrete,neutral,civic,20.0,1,4
waffle batter,waffle,batter,medium,5.2,6.2,1,1.0,concrete,neutral,food,20.0,1,4
waffle cone,waffle,cone,medium,5.4,6.4,1,1.0,concrete,neutral,food,20.0,1,4
waffle iron,waffle,iron,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
wage earner,wage,earner,medium,5.0,6.0,1,1.0,concrete,neutral,work,20.0,1,4
waiting room,waiting,room,medium,5.6,6.6,1,1.0,concrete,neutral,building,20.0,1,4
wake call,wake,call,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,20.0,1,4
wake up,wake,up,high,5.8,6.8,1,0.7,abstract,neutral,action,20.0,1,4
walk around,walk,around,medium,5.4,6.4,2,0.5,abstract,neutral,action,20.0,1,4
walk away,walk,away,medium,5.6,6.6,2,0.5,abstract,neutral,action,20.0,1,4
walk way,walk,way,medium,5.4,6.4,1,1.0,concrete,neutral,transport,20.0,1,4
wall art,wall,art,medium,5.4,6.4,1,1.0,concrete,neutral,household,20.0,1,4
wall clock,wall,clock,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
wall mirror,wall,mirror,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
wall mount,wall,mount,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
wall paper,wall,paper,medium,5.4,6.4,2,1.0,concrete,neutral,household,20.0,1,4
wall plug,wall,plug,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
wall shelf,wall,shelf,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
wall socket,wall,socket,medium,5.2,6.2,2,1.0,concrete,neutral,household,20.0,1,4
walnut shell,walnut,shell,medium,5.0,6.0,1,1.0,concrete,neutral,food,20.0,1,4
war zone,war,zone,medium,5.5,5.7,1,1.0,concrete,neutral,civic,18.5,1,4
warehouse floor,warehouse,floor,medium,5.2,6.2,1,1.0,concrete,neutral,building,20.0,1,4
warm breeze,warm,breeze,medium,5.2,6.2,1,1.0,concrete,neutral,weather,20.0,1,4
warm day,warm,day,medium,5.2,6.2,1,1.0,concrete,neutral,time,20.0,1,4
warm front,warm,front,medium,5.0,6.0,1,1.0,concrete,neutral,weather,20.0,1,4
warm summer,warm,summer,medium,5.2,6.2,1,1.0,concrete,neutral,time,20.0,1,4
warranty card,warranty,card,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
wash away,wash,away,medium,5.2,6.2,1,0.5,abstract,neutral,action,20.0,1,4
wash cloth,wash,cloth,high,5.5,5.7,1,1.0,concrete,neutral,household,21.5,1,4
washing machine,washing,machine,high,5.8,6.8,1,1.0,concrete,neutral,household,20.0,1,4
watch band,watch,band,high,5.5,5.7,1,1.0,concrete,neutral,object_neutral,21.5,1,4
water bed,water,bed,high,5.5,5.7,4,1.0,concrete,neutral,household,20.0,1,4
water bottle,water,bottle,high,5.8,6.8,4,1.0,concrete,neutral,object,20.0,1,4
water break,water,break,medium,5.2,6.2,4,1.0,concrete,neutral,time,20.0,1,4
water bucket,water,bucket,medium,5.4,6.4,4,1.0,concrete,neutral,object,20.0,1,4
water color,water,color,medium,5.4,6.4,1,1.0,concrete,neutral,object,20.0,1,4
water down,water,down,medium,5.2,6.2,1,0.5,abstract,negative,action,20.0,1,4
water fall,water,fall,medium,5.6,6.6,3,1.0,concrete,neutral,nature,20.0,1,4
water filter,water,filter,medium,5.4,6.4,3,1.0,concrete,neutral,household,20.0,1,4
water glass,water,glass,medium,5.6,6.6,1,1.0,concrete,neutral,object,20.0,1,4
water hole,water,hole,medium,5.2,6.2,1,1.0,concrete,neutral,nature,20.0,1,4
water jug,water,jug,medium,5.2,6.2,1,1.0,concrete,neutral,object,20.0,1,4
water main,water,main,high,5.5,5.7,3,1.0,concrete,neutral,object_neutral,21.5,1,4
water park,water,park,medium,5.6,6.6,5,1.0,concrete,neutral,nature,20.0,1,4
water pipe,water,pipe,medium,5.4,6.4,5,1.0,concrete,neutral,object,20.0,1,4
water puddle,water,puddle,medium,5.2,6.2,5,1.0,concrete,neutral,nature,20.0,1,4
water pump,water,pump,medium,5.4,6.4,5,1.0,concrete,neutral,object,20.0,1,4
water stream,water,stream,medium,5.2,6.2,2,1.0,concrete,neutral,nature,20.0,1,4
water table,water,table,medium,5.5,5.7,3,0.7,concrete,neutral,nature,33.0,3,4
water tank,water,tank,high,5.5,5.7,3,0.7,concrete,neutral,object_neutral,31.5,3,4
water tower,water,tower,medium,5.5,5.7,3,0.7,concrete,neutral,architecture,33.0,3,4
